date,"Unemployment, total (% of total labor force) (modeled ILO estimate)","Prevalence of underweight, weight for age (% of children under 5)","Literacy rate, adult total (% of people ages 15 and above)",Population ages 15-64 (% of total population),Population ages 0-14 (% of total population),Population ages 65 and above (% of total population),"Immunization, measles (% of children ages 12-23 months)","Immunization, DPT (% of children ages 12-23 months)"
2019,11.8520002365112,,,,,,,
2018,11.9060001373291,,,65.335183554427,28.214545202476,6.45027124309697,98.0,95.0
2017,12.043999671936,,,65.2175763845711,28.5752984306431,6.20712518478578,99.0,97.0
2016,12.0550003051758,,,65.0657014550772,28.9614036361374,5.97289490878543,99.0,97.0
2015,12.003999710083,,,64.9248402464323,29.3323708159159,5.74278893765181,99.0,95.0
2014,11.9370002746582,8.2,85.63973,64.6863947182268,29.8122822185543,5.50132306321884,99.0,98.0
2013,11.8959999084473,,,64.4129674628104,30.3297180900452,5.25731444714435,99.0,98.0
2012,11.7379999160767,,,64.0858672039545,30.8950634035788,5.01906939246676,99.0,97.0
2011,11.5869998931885,,,63.672895158159,31.5254219257794,4.80168291606164,98.0,93.0
2010,11.4540004730225,,,63.1661676247205,32.2166269034314,4.61720547184816,95.0,95.0
2009,11.2299995422363,11.0,84.99401,62.4340994867049,32.9915823880126,4.57431812528253,97.0,98.0
2008,10.7170000076294,,,61.5679610935477,33.8572903402038,4.57474856624849,95.0,93.0
2007,10.6540002822876,,,60.6491317848981,34.7478947692753,4.60297344582665,96.0,94.0
2006,10.6999998092651,10.8,,59.8029324318711,35.5698385326854,4.62722903544349,90.0,93.0
2005,11.0799999237061,,,59.0876256260361,36.2895238707896,4.62285050317424,92.0,93.0
2004,11.3610000610352,,,59.0630476964399,36.3664401793125,4.57051212424756,88.0,91.0
2003,11.6239995956421,,,59.2851305051514,36.2428419779827,4.47202751686589,89.0,90.0
2002,11.8100004196167,,,59.6654891519612,35.9924757213117,4.34203512672717,93.0,91.0
2001,11.7700004577637,,,60.0354801222749,35.7601790645808,4.20434081314428,92.0,85.0
2000,11.8129997253418,11.9,,60.2681076448176,35.6555044427928,4.0763879123896,86.0,88.0
1999,11.878999710083,,,60.53484581298,35.4216632829737,4.04349090404629,87.0,83.0
1998,11.8459997177124,,,60.5877327276731,35.4000780070525,4.01218926527439,93.0,90.0
1997,11.8920001983643,10.3,,60.441310342098,35.5849176088763,3.97377204902569,82.0,88.0
1996,11.9490003585815,,,60.2210845234262,35.8522335188848,3.926681957689,91.0,83.0
1995,11.9659996032715,,,60.043662673012,36.0823916216007,3.8739457053873,77.0,86.0
1994,11.9969997406006,,,60.0411650608252,36.0452552128355,3.91357972633931,83.0,90.0
1993,12.0089998245239,16.1,,60.1118619255739,35.9369032969831,3.95123477744303,92.0,93.0
1992,11.8999996185303,,,60.1811109240958,35.8417423410571,3.97714673484709,73.0,79.0
1991,11.8240003585815,,,60.1295679902858,35.8952763964893,3.97515561322491,76.0,81.0
1990,,,,59.9142483139583,36.1501071559742,3.93564453006758,73.0,83.0
1989,,,,59.5783176968421,36.5657839146442,3.85589838851372,69.0,77.0
1988,,,,58.9676262491024,37.2076324305025,3.82474132039502,55.0,64.0
1987,,,,58.1424731466715,37.9779205965294,3.87960625679915,52.0,67.0
1986,,,,57.2868456372327,38.7199357443168,3.99321861845049,42.0,64.0
1985,,,,56.5553226424033,39.3503670004608,4.0943103571359,40.0,75.0
1984,,,,56.0182348471851,39.9710275418946,4.01073761092027,56.0,70.0
1983,,,,55.5816306094887,40.5292779492341,3.88909144127721,51.0,58.0
1982,,,,55.1123461752124,41.0888503749139,3.79880344987366,68.0,53.0
1981,,,,54.5258477329827,41.7072602886923,3.76689197832505,,45.0
1980,,,,53.8578971047987,42.3854038887244,3.75669900647693,,35.0
1979,,,,53.3620438670847,42.9233214901308,3.71463464278445,,
1978,,,,52.9688037656225,43.3637396526538,3.66745658172375,,
1977,,,,52.640132000042,43.7187181935511,3.64114980640693,,
1976,,,,52.3104995219473,44.0536479861451,3.63585249190758,,
1975,,,,51.9148183057783,44.4602804082908,3.62490128593091,,
1974,,,,51.5849491832318,44.82094526372,3.59410555304826,,
1973,,,,51.1728746869503,45.2731547191732,3.55397059387656,,
1972,,,,50.6517089873509,45.8186739211134,3.52961709153568,,
1971,,,,50.0486209582953,46.4310535194848,3.52032552221992,,
1970,,,,49.4163992657469,47.0780243256816,3.50557640857158,,
1969,,,,49.2351364364818,47.2740731158686,3.49079044764964,,
1968,,,,49.0879492119753,47.4471905396228,3.46486024840194,,
1967,,,,48.9680723096567,47.5800855488695,3.45184214147374,,
1966,,,,48.8721951601229,47.6710292075044,3.45677563237279,,
1965,,,,48.8068136493891,47.7291414826314,3.46404486797941,,
1964,,,,48.8107612350963,47.7322860569574,3.45695270794629,,
1963,,,,48.9558687708308,47.6079187246516,3.43621250451753,,
1962,,,,49.2182719348161,47.3641934073909,3.41753465779295,,
1961,,,,49.5816886541745,47.0103890550067,3.40792229081887,,
1960,,,,50.0392606751437,46.5547664558191,3.40597286903723,,
