date,"Unemployment, total (% of total labor force) (modeled ILO estimate)","Prevalence of underweight, weight for age (% of children under 5)","Literacy rate, adult total (% of people ages 15 and above)",Population ages 15-64 (% of total population),Population ages 0-14 (% of total population),Population ages 65 and above (% of total population),"Immunization, measles (% of children ages 12-23 months)","Immunization, DPT (% of children ages 12-23 months)"
2019,5.35500001907349,,,,,,,
2018,5.32999992370605,,74.37299,66.7667424975064,27.0533018530221,6.17995564947149,90.0,89.0
2017,5.41900014877319,33.4,,66.538187109893,27.4786995727277,5.98311331737929,90.0,89.0
2016,5.51100015640259,,,66.2742624652675,27.9324323846537,5.79330515007887,88.0,88.0
2015,5.56500005722046,36.3,,65.9441640546302,28.4412002868341,5.61463565853567,87.0,87.0
2014,5.60799980163574,29.4,,65.5959799011296,28.9254244902534,5.478595608617,85.0,85.0
2013,5.6710000038147,,,65.2084890633965,29.4275280023289,5.36398293427459,83.0,83.0
2012,5.65199995040894,,,64.805519437056,29.9287920551663,5.26568850777776,83.0,82.0
2011,5.63800001144409,,69.30256,64.4294040032985,30.3964428456462,5.17415315105538,84.0,82.0
2010,5.63600015640259,,,64.1082105303446,30.8102597886995,5.08152968095592,82.0,79.0
2009,5.56599998474121,,,63.7419669083826,31.2412728176341,5.01676027398326,78.0,74.0
2008,5.2810001373291,,,63.4092478376017,31.6377458709473,4.953006291451,72.0,70.0
2007,5.32299995422363,,,63.10261028742,32.0102723112751,4.88711740130492,70.0,64.0
2006,5.44999980926514,43.5,62.75447,62.8084298076055,32.3752974113704,4.81627278102407,69.0,65.0
2005,5.59800004959106,,,62.522764845341,32.7393119526405,4.73792320201845,68.0,65.0
2004,5.66900014877319,,,62.1738969981162,33.1485639759945,4.67753902588935,64.0,63.0
2003,5.72499990463257,,,61.8308447925579,33.5602370507186,4.60891815672351,60.0,61.0
2002,5.7189998626709,,,61.4993846950302,33.9683088070428,4.53230649792702,56.0,59.0
2001,5.65899991989136,,61.01456,61.188987161801,34.3604593296381,4.45055350856089,57.0,59.0
2000,5.66300010681152,,,60.9086204587155,34.7258428748667,4.36553666641778,56.0,58.0
1999,5.68499994277954,46.3,,60.5397151756496,35.1560002578507,4.30428456649976,56.0,59.0
1998,5.63100004196167,,,60.1860005825832,35.5719678824332,4.24203153498359,53.0,61.0
1997,5.63700008392334,38.4,,59.8572302970158,35.9654314327476,4.17733827023664,55.0,62.0
1996,5.65199995040894,,,59.565073293213,36.326527383054,4.108399323733,66.0,66.0
1995,5.63600015640259,,,59.3165771938524,36.6498039778273,4.03361882832027,72.0,71.0
1994,5.63100004196167,,,59.0121260033812,36.9929303785369,3.99494361808189,67.0,67.0
1993,5.61199998855591,51.2,,58.7560504654358,37.2896901679922,3.95425936657197,59.0,61.0
1992,5.50400018692017,52.8,,58.5472698035357,37.5427627845335,3.90996741193076,51.0,56.0
1991,5.44999980926514,,48.22207,58.3740384818411,37.7655720604074,3.86038945775156,43.0,57.0
1990,,,,58.2299024622632,37.9656724079455,3.80442512979129,56.0,70.0
1989,,55.5,,58.015011873516,38.1910077308943,3.79398039558967,42.0,50.0
1988,,,,57.8187532282541,38.4012261804148,3.78002059133107,32.0,40.0
1987,,,,57.6545118951493,38.5843202173518,3.7611678874989,24.0,30.0
1986,,,,57.5535098437527,38.7096531124345,3.73683704381279,10.0,20.0
1985,,,,57.5414210817337,38.7521171273179,3.70646179094842,1.0,18.0
1984,,,,57.3905436644968,38.9100327540502,3.69942358145298,,16.0
1983,,,,57.2887503767902,39.0229232375085,3.68832638570126,,14.0
1982,,,,57.2263077464337,39.1027133111354,3.67097894243084,,12.0
1981,,,40.76359,57.1810545374412,39.1738353113594,3.64511015119938,,6.0
1980,,,,57.1425581036766,39.2480830938575,3.60935880246594,,6.0
1979,,,,56.9691435997674,39.4339415960361,3.59691480419646,,
1978,,,,56.7890015236948,39.6321370616249,3.57886141468032,,
1977,,,,56.6206851576748,39.8253920790299,3.55392276329526,,
1976,,,,56.4972259535175,39.9820700430656,3.52070400341695,,
1975,,,,56.4440530919246,40.0781856740429,3.47776123403259,,
1974,,,,56.2344755097958,40.3046687054227,3.46085578478147,,
1973,,,,56.0724718568334,40.4937762056492,3.43375193751743,,
1972,,,,55.9526817432045,40.650468335172,3.39684992162347,,
1971,,,,55.8567684648161,40.7903829160529,3.35284861913107,,
1970,,,,55.7819474461807,40.9135171923334,3.3045353614859,,
1969,,,,55.5701440816367,41.1324643692172,3.29739154914606,,
1968,,,,55.345072831069,41.3653026642633,3.28962450466763,,
1967,,,,55.1553467150659,41.5666136772301,3.27803960770405,,
1966,,,,55.0909007783075,41.6526144871343,3.25648473455821,,
1965,,,,55.2113505318778,41.569326261339,3.21932320678326,,
1964,,,,55.2489388140961,41.5366604600015,3.21440072590233,,
1963,,,,55.4616636126111,41.3476626337829,3.19067375360593,,
1962,,,,55.8074546323602,41.0422393380501,3.15030602958971,,
1961,,,,56.1775323636812,40.7222629368652,3.10020469945354,,
1960,,,,56.4974800369574,40.4553505645737,3.04716939846892,,
